,img_path,caption
230,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000298878.jpg,A girl throwing a soccer ball into play.
231,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000298878.jpg,A little girl with legs crossed and arms overhead with a soccer ball in them.
232,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000298878.jpg,A girl on the sideline about to throw a soccer ball
233,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000298878.jpg,A girl in a soccer outfit is throwing a soccer ball.
234,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000298878.jpg,a girl standing while holding up a soccer ball and crossing her legs
235,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137844.jpg,a skateboarder in a black shirt  is doing a trick
236,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137844.jpg,A man in grey shirt jumping on a skateboard.
237,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137844.jpg,A person riding a skateboard up a ramp by a mountain.
238,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137844.jpg,A person at a skatepark doing some tricks
239,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000137844.jpg,A skateboarder is curving his jump in a bowl
240,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000469197.jpg,A rail bridge next to tall building with a train on it.
241,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000469197.jpg,A cat in a grassy field with a train passing by on bridge.
242,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000469197.jpg,Public transportation train on a large sized bridge.
243,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000469197.jpg,A train going over a bridge with some buildings in the background
244,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000469197.jpg,There is an elevated railway above an empty field.
245,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292581.jpg,three old cell phones on chains on s textured surface
246,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292581.jpg,A bunch of old phones on the ground chained up
247,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292581.jpg,Several cell phones with chains have labels on them.
248,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292581.jpg,Three black cellphones attached separate lengths of chain.
249,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292581.jpg,Three cellphones are sitting chained to a table.
250,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000114033.jpg,Two young boys sitting in the back of a truck while holding tennis racquets.
251,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000114033.jpg,Two young boys play air guitar on tennis rackets on the back of a pickup truck.
252,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000114033.jpg,Two boys using tennis rackets as though they were guitars.
253,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000114033.jpg,Two young boys pretend to play guitars with tennis rackets.
254,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000114033.jpg,Two boys pretend to play guitar on tennis rackets.
255,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000262347.jpg,A metal bench between two white flowering bushes.
256,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000262347.jpg,A garden containing white flowers and a black bench.
257,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000262347.jpg,a bench sits inside of a garden with flowers 
258,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000262347.jpg,There is a walkway lined with white flowers
259,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000262347.jpg,A gray mesh park bench sitting in a peaceful setting surrounded by flowers and plants.
260,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000013900.jpg,Several sheep standing around in a grassy yard.
261,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000013900.jpg,an image of a sheep in the grass standing
262,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000013900.jpg,The sheep are standing near a construction site.
263,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000013900.jpg,Some sheep standing and grazing in a field.
264,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000013900.jpg,A wooly sheep stands in a field of grass and clover.
265,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000570111.jpg,a very long track standing besides many other parked vehicles
266,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000570111.jpg,A red beer truck parked near a delivery truck
267,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000570111.jpg,two big trucks parked in a parking lot outside a facility
268,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000570111.jpg,THERE ARE TWO EIGHTEEN WHEELERS THAT ARE PARKING ON THE PARKING LOT 
269,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000570111.jpg,A budweiser delivery truck parked next to a Fed Ex truck.
270,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189390.jpg,A banana that is sitting on a piece of foil.
271,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189390.jpg,a seasoned banana sitting on a piece of foil. 
272,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189390.jpg,A view of a banana sitting on a tin foil tray. 
273,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189390.jpg,A fried banana dessert on tin foil in the kitchen.
274,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189390.jpg,a banana a fry pan some tin foil and a wooden chopping block
275,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000523304.jpg,a person sitting on a bench reading something 
276,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000523304.jpg,A man is sitting sideways on a bench in a park while reading a book.
277,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000523304.jpg,A man sitting on a bench in the park. 
278,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000523304.jpg,A man sitting on a bench reading a book.
279,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000523304.jpg,The man is sitting on a park bench reading a book.
280,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000175943.jpg,A large red double decker bus driving past tall buildings.
281,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000175943.jpg,The large double decker bus waits at a stop light.
282,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000175943.jpg,a red double decker bus driving down the street
283,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000175943.jpg,A double-Decker red bus on a London street.
284,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000175943.jpg,A red double-decker bus stopped at a stoplight
285,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000147226.jpg,A crowd of people standing on a beach flying a kite.
286,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000147226.jpg,A man on the beach flying a kite.
287,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000147226.jpg,A man flying a kite on the beach with trees in the background.
288,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000147226.jpg,people standing on a sandy surface wit ha kite in the sky
289,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000147226.jpg,A group of people walking on the beach.
290,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000336861.jpg,Kites flying in the breeze above a park near a large city with tall buildings.
291,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000336861.jpg,Kites being flowing in park with city in background.
292,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000336861.jpg,Red and blue kites are flying through the air
293,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000336861.jpg,Two kites flying in a field surrounded by a city.
294,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000336861.jpg,Two kites flying above a park in the city.
295,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292226.jpg,A group of bicyclist riding down a very busy and crowded street.
296,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292226.jpg,Crowd of competing cyclist passing by near onlookers.
297,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292226.jpg,Multiple people riding bicycles down the street with onlookers watching.
298,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292226.jpg,A group of cyclists competing as fans watch
299,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000292226.jpg,A group of people on bicycles next to a fence.
300,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189845.jpg,a women that is walking down a sidwalk
301,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189845.jpg,Young woman walking down the sidewalk with cell phone
302,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189845.jpg,The woman in high heels is looking at her phone
303,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189845.jpg,A woman walking down the street looking at her phone
304,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000189845.jpg,A woman walking down the sidewalk with a cell phone in her hand.
305,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000436830.jpg,Many cupcakes on a dish behind a custard pie.
306,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000436830.jpg,a cake with cupcakes in the background all colorful
307,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000436830.jpg,A cheese cake in front of a tray of cup cakes.
308,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000436830.jpg,A large plate of colorful cupcakes is near a lemon custard desert.
309,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000436830.jpg,An array of desserts; colorful cupcakes on a plate. 
310,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000445892.jpg,A crowd of people standing on a train platform.
311,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000445892.jpg,A group of people in a subway station.
312,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000445892.jpg,Several people waiting with luggage for an underground subway.
313,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000445892.jpg,People waiting for a subway train in a station.
314,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000445892.jpg,People stand at the subway station waiting for their bus.
315,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000487943.jpg,a man doing a big jump with his skateboard 
316,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000487943.jpg,Two pictures of a man jumping a trash can on a skate board in different time settings.
317,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000487943.jpg,A boy is jumping his skateboard over a trash can.
318,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000487943.jpg,A man riding a skateboard over a trash can.
319,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000487943.jpg,A man is jumping over a trash bin on a skateboard.
320,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000211830.jpg,A double decker bus and a regular bus are involved in a collision. 
321,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000211830.jpg,two large buses that crashed into each other in the streets
322,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000211830.jpg,A traffic accident involving two city commuter buses.
323,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000211830.jpg,Two buses pushed against each other sitting on the road.
324,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000211830.jpg,A red bus crashed into the side of a double decker bus.
325,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000567448.jpg,A couple of horses pulling a trailer behind them on a road.
326,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000567448.jpg,two horses harnessed to a carraige as a man looks at them 
327,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000567448.jpg,a man checking his horses that are pulling a red wagon 
328,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000567448.jpg,Man attending to the horses for the carriage. 
329,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000567448.jpg,A man next to two horses who are pulling a carriage. 
330,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000377401.jpg,A large yellow building has a clock on it.
331,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000377401.jpg,The tower of a building near a park with snow on the ground.
332,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000377401.jpg,"A very large building, that appears to be a truck. "
333,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000377401.jpg,a building with a tower that contains a clock 
334,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000377401.jpg,A tall large building with a tower with a clock.
335,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000099388.jpg,Butterflies feeding on a plate of banana and orange slices.
336,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000099388.jpg,a plate full of sliced oranges with moths on them
337,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000099388.jpg,Butterflies feeding off of sliced oranges and bananas
338,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000099388.jpg,Several butterflies on sliced oranges in a metal dish.
339,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000099388.jpg,Butterflies are sitting on the many orange slices.
340,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000185822.jpg,A train going by old shipping containers. 
341,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000185822.jpg,An awning over a train station entrance with a train above it
342,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000185822.jpg,Trains parked above the entrance to the train station.
343,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000185822.jpg,a train on an elevated train track with a sky background
344,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000185822.jpg,A view of trains and train cars at a train station.
345,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000328673.jpg,A woman kneels down to pet the head of a sleeping cow. 
346,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000328673.jpg,A woman with sunglasses strokes the head of a tired cow in a cage.
347,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000328673.jpg,A woman kneeling on the ground with a cow.
348,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000328673.jpg,An African American woman bends down to pet a calf laying in a pen
349,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000328673.jpg,A young girl pets a calf on the head.
350,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000134951.jpg,A fire hydrant that is sitting near flowers.
351,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000134951.jpg,An hold fire hydrant sitting outside beside flowers. 
352,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000134951.jpg,"A fire hydrant sits in a garden, and has some graffiti."
353,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000134951.jpg,a fire hydrant with graffiti next to some flowers
354,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000134951.jpg,A fire hydrant with multiple outlets and graffiti painted on it.
355,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000448560.jpg,A man is squatting preparing to play tennis.
356,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000448560.jpg,a man wearing white is playing tennis on a court
357,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000448560.jpg,a man standing on a tennis court holding a  racquet.
358,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000448560.jpg,A male tennis player waiting on a serve. 
359,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000448560.jpg,A professional tennis player engaged in a match on grass.
360,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000000692.jpg,A women holding a baby brushing its teeth.
361,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000000692.jpg,A smiling woman holding a baby has a camera in her hand.
362,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000000692.jpg,a woman takes a photo of herself and her child. 
363,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000000692.jpg,A woman is taking a picture of herself and a baby in the mirror.
364,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000000692.jpg,A woman takes a picture of a baby in the mirror
365,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000044679.jpg,people shearing sheeep while a crowd watches them 
366,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000044679.jpg,A couple of judges judging some sheep at a county fair.
367,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000044679.jpg,People are petting the goat and what seems like a contest.
368,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000044679.jpg,A group of sheep having their hair shaved while being held.
369,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000044679.jpg,there are many people gathered looking at animals
370,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000258529.jpg,A pathway leading to an outdoor open shed.
371,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000258529.jpg,this is a small shed on a grassy lawn
372,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000258529.jpg,Small lean-to with covered seating in a garden path.
373,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000258529.jpg,The park has a stone rock trail leading to structures. 
374,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000258529.jpg,A small building and a thin large tree.
375,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000230712.jpg,A man that is standing next to a ice cream cart.
376,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000230712.jpg,the ice cream vendor is talking on his cell phone
377,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000230712.jpg,A man standing next to an ice cream cart.
378,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000230712.jpg,a man is standing by a cart outside
379,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000230712.jpg,Man operating a frozen confection cart talking on a cell phone in the shade.
380,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551994.jpg,A cat sits in a bowl on the table. 
381,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551994.jpg,The can is laying in the round dish on the wooden table.
382,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551994.jpg,A cat laying in a bowl on top of a pillow. 
383,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551994.jpg,A cat is nestled inside a bowl resting on a table.
384,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551994.jpg,A black and white cat laying in a bowl on top of a table.
385,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000119614.jpg,A cat playing in a suitcase on the floor.
386,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000119614.jpg,A cat makes himself at home in an empty suitcase surrounded by clothes and other items.  
387,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000119614.jpg,The golden cat has found a toy to play with in the suitcase.
388,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000119614.jpg,A cat is playing around in a suitcase
389,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000119614.jpg,An orange and white cat inside of an open black suitcase.
390,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000491628.jpg,"four portable toilets in a trailer near a city street
"
391,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000491628.jpg,A group of portable toilets being transported. 
392,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000491628.jpg,Portable toilets on wheels parked on a main street.
393,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000491628.jpg,Four portable toilets on a cart that is movable.
394,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000491628.jpg,A load of portable toilets on a trailer.
395,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309523.jpg,"Two people stand with crossed legs, in high heels."
396,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309523.jpg,"Couple of dancers sharing a moment, blurred indeiscriminant bodies"
397,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309523.jpg,Two pairs of feet wearing heels beside each other.
398,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309523.jpg,The lower legs of two people wearing high heeled shoes.
399,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000309523.jpg,"Two girls' feet in high-heeled shoes, legs crossed at the shin."
400,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000251210.jpg,a man in a helmet riding on a dirt bike
401,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000251210.jpg,A man who is making a jump on a dirt bike.
402,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000251210.jpg,Extreme your motorcycle rider going off from ump.
403,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000251210.jpg,a rider jumping a dirt bike over a small hill. 
404,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000251210.jpg,A young person ridding a dirt bike jumps it into the air over a small hill.
405,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000020857.jpg,Two plates filled with some bananas and yellow flowers.
406,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000020857.jpg,A table topped with two plates filled with food.
407,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000020857.jpg,A plate with bananas and flowers on it sitting next to another plate with an egg on it and a bag of mais.
408,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000020857.jpg,A counter holds a plate with bananas on it.
409,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000020857.jpg,There is a plate with bananas and yellow flowers on it.
410,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000398140.jpg,Black and white photograph of boy and dogs in water with train on bridge.
411,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000398140.jpg,A train that is going by over some water.
412,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000398140.jpg,A train crosses a bridge above a person and two dogs.
413,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000398140.jpg,a trains engine and its cars a bridge a person and water
414,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000398140.jpg,A black and white image of train traveling under a pond with dogs. 
415,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000184210.jpg,An intersection with a stop sigh and signal light with a green arrow.
416,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000184210.jpg,A traffic signal turns green on an empty street.
417,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000184210.jpg,An intersection with a stop sign and a traffic signal with a green arrow.
418,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000184210.jpg,A green left turn signal with a stop sign at the top. 
419,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000184210.jpg,A green left turn arrow under a stop sign at a street intersection.
420,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000344924.jpg,Zebra stands in front of rocks while other zebra eats
421,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000344924.jpg,a couple of zebras that are standing by some rocks
422,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000344924.jpg,some zebras are in their pen eating some food
423,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000344924.jpg,A couple of zebras that are standing in the dirt.
424,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000344924.jpg,A zebra standing in the middle of a couple other zebras.
425,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000073197.jpg,A boy cuddles next to a large stuffed bear.
426,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000073197.jpg,A young boy sitting near a giant teddy bear
427,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000073197.jpg,The small boy sits next to a giant stuffed bear.
428,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000073197.jpg,A little boy sits against a giant stuffed bear. 
429,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000073197.jpg,A boy sits on a huge teddy bear.
430,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551241.jpg,people walking by a tall tower on a large building
431,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551241.jpg,A tall clock tower sitting in the middle of a building.
432,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551241.jpg,Large clock tower attached to a building in a city.
433,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551241.jpg,Many people are gathered outside of a large building. 
434,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000551241.jpg,People fill the square in front of a historical building.
435,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000409572.jpg,A group of skiiers smile as they pose together.
436,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000409572.jpg,A family standing next to each other wearing ski equipment.
437,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000409572.jpg,A group of young skiers standing beneath a ski lift
438,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000409572.jpg,People smiling for the camera on the ski slopes.
439,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000409572.jpg,Skiers get ready to ride down the mountain.
440,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000376241.jpg,The man and woman are brushing their teeth with tooth brushes. 
441,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000376241.jpg,A couple brushes their teeth in a bathroom.
442,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000376241.jpg,two people brushing their teeth near one another 
443,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000376241.jpg,Two people brushing their teeth in a bathroom.
444,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000376241.jpg,A man brushing his teeth with a tooth brush.
445,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000243017.jpg,A man that is standing on concrete by a dog.
446,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000243017.jpg,A man holds a Frisbee while looking at a dog.
447,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000243017.jpg,this is a man and a dog near a pool
448,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000243017.jpg,a man stands next to a lawn with a dog on it 
449,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000243017.jpg,There is a man and a boy playing with their wet dog.
450,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000012495.jpg,Several zebras standing in grass during the day. 
451,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000012495.jpg,A group of zebras standing in a field
452,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000012495.jpg,Close up photo of the heads of a few different zebras
453,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000012495.jpg,Three zebras are standing in a grassy field.
454,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000012495.jpg,Three zebra standing next to each other on a field.
455,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000139304.jpg,The light is on in a clean bathroom.
456,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000139304.jpg,The black and white decorated bathroom is opened with hair dryer on the counter.
457,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000139304.jpg,A very nice toilet that is in a bathroom.
458,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000139304.jpg,The small bathroom is decorated in black and white.
459,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000139304.jpg,A bathroom scene with a black shower curtain.
460,/bigtemp/as3ek/p/vlinfo/datasets/coco/train2017/000000163628.jpg,A bathroom door is open showing a shower with the shower curtain mostly open.
